epoch,global_step,lr-AdamW/pg1,lr-AdamW/pg2,step,train/loss,val/all_ts/f1_score,val/all_ts/solved,val/bprna_ts0/f1_score,val/bprna_ts0/loss,val/bprna_ts0/solved
,,0.0006780000000000001,0.0006780000000000001,339,,,,,,
,,0.0006780000000000001,0.0006780000000000001,339,,,,,,
0,339.0,,,339,0.05854421481490135,,,,,
,,0.0006979999999999999,0.0006979999999999999,349,,,,,,
,,0.0006979999999999999,0.0006979999999999999,349,,,,,,
,,0.0006979999999999999,0.0006979999999999999,349,,,,,,
,,0.0006979999999999999,0.0006979999999999999,349,,,,,,
0,349.0,,,349,0.047200217843055725,,,,,
,,0.000718,0.000718,359,,,,,,
,,0.000718,0.000718,359,,,,,,
,,0.000718,0.000718,359,,,,,,
,,0.000718,0.000718,359,,,,,,
0,359.0,,,359,0.03377339243888855,,,,,
,,0.000738,0.000738,369,,,,,,
,,0.000738,0.000738,369,,,,,,
,,0.000738,0.000738,369,,,,,,
,,0.000738,0.000738,369,,,,,,
0,369.0,,,369,0.03641605004668236,,,,,
,,0.000758,0.000758,379,,,,,,
,,0.000758,0.000758,379,,,,,,
,,0.000758,0.000758,379,,,,,,
,,0.000758,0.000758,379,,,,,,
0,379.0,,,379,0.05275346338748932,,,,,
,,0.000778,0.000778,389,,,,,,
,,0.000778,0.000778,389,,,,,,
,,0.000778,0.000778,389,,,,,,
,,0.000778,0.000778,389,,,,,,
0,389.0,,,389,0.04474489390850067,,,,,
,,0.0007980000000000001,0.0007980000000000001,399,,,,,,
,,0.0007980000000000001,0.0007980000000000001,399,,,,,,
,,0.0007980000000000001,0.0007980000000000001,399,,,,,,
,,0.0007980000000000001,0.0007980000000000001,399,,,,,,
0,399.0,,,399,0.04873812943696976,,,,,
,,0.0008179999999999999,0.0008179999999999999,409,,,,,,
,,0.0008179999999999999,0.0008179999999999999,409,,,,,,
,,0.0008179999999999999,0.0008179999999999999,409,,,,,,
,,0.0008179999999999999,0.0008179999999999999,409,,,,,,
0,409.0,,,409,0.04006147012114525,,,,,
,,0.000838,0.000838,419,,,,,,
,,0.000838,0.000838,419,,,,,,
,,0.000838,0.000838,419,,,,,,
,,0.000838,0.000838,419,,,,,,
0,419.0,,,419,0.049677904695272446,,,,,
,,0.000858,0.000858,429,,,,,,
,,0.000858,0.000858,429,,,,,,
,,0.000858,0.000858,429,,,,,,
,,0.000858,0.000858,429,,,,,,
0,429.0,,,429,0.0440443679690361,,,,,
,,0.000878,0.000878,439,,,,,,
,,0.000878,0.000878,439,,,,,,
,,0.000878,0.000878,439,,,,,,
,,0.000878,0.000878,439,,,,,,
0,439.0,,,439,0.05151470750570297,,,,,
,,0.000898,0.000898,449,,,,,,
,,0.000898,0.000898,449,,,,,,
,,0.000898,0.000898,449,,,,,,
,,0.000898,0.000898,449,,,,,,
0,449.0,,,449,0.04582248628139496,,,,,
,,0.0009180000000000001,0.0009180000000000001,459,,,,,,
,,0.0009180000000000001,0.0009180000000000001,459,,,,,,
,,0.0009180000000000001,0.0009180000000000001,459,,,,,,
,,0.0009180000000000001,0.0009180000000000001,459,,,,,,
0,459.0,,,459,0.032901640981435776,,,,,
,,0.0009379999999999999,0.0009379999999999999,469,,,,,,
,,0.0009379999999999999,0.0009379999999999999,469,,,,,,
,,0.0009379999999999999,0.0009379999999999999,469,,,,,,
,,0.0009379999999999999,0.0009379999999999999,469,,,,,,
0,469.0,,,469,0.028591331094503403,,,,,
,,0.000958,0.000958,479,,,,,,
,,0.000958,0.000958,479,,,,,,
,,0.000958,0.000958,479,,,,,,
,,0.000958,0.000958,479,,,,,,
0,479.0,,,479,0.045875802636146545,,,,,
,,0.000978,0.000978,489,,,,,,
,,0.000978,0.000978,489,,,,,,
,,0.000978,0.000978,489,,,,,,
,,0.000978,0.000978,489,,,,,,
0,489.0,,,489,0.04243982583284378,,,,,
,,0.000998,0.000998,499,,,,,,
,,0.000998,0.000998,499,,,,,,
,,0.000998,0.000998,499,,,,,,
,,0.000998,0.000998,499,,,,,,
0,499.0,,,499,0.045646607875823975,,,,,
,,0.0009999911173852617,0.0009999911173852617,509,,,,,,
,,0.0009999911173852617,0.0009999911173852617,509,,,,,,
,,0.0009999911173852617,0.0009999911173852617,509,,,,,,
,,0.0009999911173852617,0.0009999911173852617,509,,,,,,
0,509.0,,,509,0.04271051660180092,,,,,
,,0.0009999604125005715,0.0009999604125005715,519,,,,,,
,,0.0009999604125005715,0.0009999604125005715,519,,,,,,
,,0.0009999604125005715,0.0009999604125005715,519,,,,,,
,,0.0009999604125005715,0.0009999604125005715,519,,,,,,
0,519.0,,,519,0.019934866577386856,,,,,
,,0.0009999077771801756,0.0009999077771801756,529,,,,,,
,,0.0009999077771801756,0.0009999077771801756,529,,,,,,
,,0.0009999077771801756,0.0009999077771801756,529,,,,,,
,,0.0009999077771801756,0.0009999077771801756,529,,,,,,
0,529.0,,,529,0.022226350381970406,,,,,
,,0.000999833213989445,0.000999833213989445,539,,,,,,
,,0.000999833213989445,0.000999833213989445,539,,,,,,
,,0.000999833213989445,0.000999833213989445,539,,,,,,
,,0.000999833213989445,0.000999833213989445,539,,,,,,
0,539.0,,,539,0.056541867554187775,,,,,
,,0.0009997367265624846,0.0009997367265624846,549,,,,,,
,,0.0009997367265624846,0.0009997367265624846,549,,,,,,
,,0.0009997367265624846,0.0009997367265624846,549,,,,,,
,,0.0009997367265624846,0.0009997367265624846,549,,,,,,
0,549.0,,,549,0.046820152550935745,,,,,
,,0.0009996183196019554,0.0009996183196019554,559,,,,,,
,,0.0009996183196019554,0.0009996183196019554,559,,,,,,
,,0.0009996183196019554,0.0009996183196019554,559,,,,,,
,,0.0009996183196019554,0.0009996183196019554,559,,,,,,
0,559.0,,,559,0.025831272825598717,,,,,
,,0.0009994779988788457,0.0009994779988788457,569,,,,,,
,,0.0009994779988788457,0.0009994779988788457,569,,,,,,
,,0.0009994779988788457,0.0009994779988788457,569,,,,,,
,,0.0009994779988788457,0.0009994779988788457,569,,,,,,
0,569.0,,,569,0.012346981093287468,,,,,
,,0.0009993157712321894,0.0009993157712321894,579,,,,,,
,,0.0009993157712321894,0.0009993157712321894,579,,,,,,
,,0.0009993157712321894,0.0009993157712321894,579,,,,,,
,,0.0009993157712321894,0.0009993157712321894,579,,,,,,
0,579.0,,,579,0.044814497232437134,,,,,
,,0.0009991316445687336,0.0009991316445687336,589,,,,,,
,,0.0009991316445687336,0.0009991316445687336,589,,,,,,
,,0.0009991316445687336,0.0009991316445687336,589,,,,,,
,,0.0009991316445687336,0.0009991316445687336,589,,,,,,
0,589.0,,,589,0.024865811690688133,,,,,
,,0.0009989256278625513,0.0009989256278625513,599,,,,,,
,,0.0009989256278625513,0.0009989256278625513,599,,,,,,
,,0.0009989256278625513,0.0009989256278625513,599,,,,,,
,,0.0009989256278625513,0.0009989256278625513,599,,,,,,
0,599.0,,,599,0.04680515080690384,,,,,
,,0.000998697731154607,0.000998697731154607,609,,,,,,
,,0.000998697731154607,0.000998697731154607,609,,,,,,
,,0.000998697731154607,0.000998697731154607,609,,,,,,
,,0.000998697731154607,0.000998697731154607,609,,,,,,
0,609.0,,,609,0.04204441234469414,,,,,
,,0.000998447965552264,0.000998447965552264,619,,,,,,
,,0.000998447965552264,0.000998447965552264,619,,,,,,
,,0.000998447965552264,0.000998447965552264,619,,,,,,
,,0.000998447965552264,0.000998447965552264,619,,,,,,
0,619.0,,,619,0.03385157883167267,,,,,
,,0.0009981763432287457,0.0009981763432287457,629,,,,,,
,,0.0009981763432287457,0.0009981763432287457,629,,,,,,
,,0.0009981763432287457,0.0009981763432287457,629,,,,,,
,,0.0009981763432287457,0.0009981763432287457,629,,,,,,
0,629.0,,,629,0.042971763759851456,,,,,
,,0.0009978828774225412,0.0009978828774225412,639,,,,,,
,,0.0009978828774225412,0.0009978828774225412,639,,,,,,
,,0.0009978828774225412,0.0009978828774225412,639,,,,,,
,,0.0009978828774225412,0.0009978828774225412,639,,,,,,
0,639.0,,,639,0.051049984991550446,,,,,
,,0.0009975675824367594,0.0009975675824367594,649,,,,,,
,,0.0009975675824367594,0.0009975675824367594,649,,,,,,
,,0.0009975675824367594,0.0009975675824367594,649,,,,,,
,,0.0009975675824367594,0.0009975675824367594,649,,,,,,
0,649.0,,,649,0.04468116909265518,,,,,
,,0.0009972304736384336,0.0009972304736384336,659,,,,,,
,,0.0009972304736384336,0.0009972304736384336,659,,,,,,
,,0.0009972304736384336,0.0009972304736384336,659,,,,,,
,,0.0009972304736384336,0.0009972304736384336,659,,,,,,
0,659.0,,,659,0.01691608689725399,,,,,
,,0.0009968715674577705,0.0009968715674577705,669,,,,,,
,,0.0009968715674577705,0.0009968715674577705,669,,,,,,
,,0.0009968715674577705,0.0009968715674577705,669,,,,,,
,,0.0009968715674577705,0.0009968715674577705,669,,,,,,
0,669.0,,,669,0.04473738372325897,,,,,
,,0.0009964908813873514,0.0009964908813873514,679,,,,,,
,,0.0009964908813873514,0.0009964908813873514,679,,,,,,
,,0.0009964908813873514,0.0009964908813873514,679,,,,,,
,,0.0009964908813873514,0.0009964908813873514,679,,,,,,
0,679.0,,,679,0.04469921439886093,,,,,
,,0.000996088433981278,0.000996088433981278,689,,,,,,
,,0.000996088433981278,0.000996088433981278,689,,,,,,
,,0.000996088433981278,0.000996088433981278,689,,,,,,
,,0.000996088433981278,0.000996088433981278,689,,,,,,
0,689.0,,,689,0.05714067444205284,,,,,
,,0.0009956642448542693,0.0009956642448542693,699,,,,,,
,,0.0009956642448542693,0.0009956642448542693,699,,,,,,
,,0.0009956642448542693,0.0009956642448542693,699,,,,,,
,,0.0009956642448542693,0.0009956642448542693,699,,,,,,
0,699.0,,,699,0.046674810349941254,,,,,
,,0.000995218334680705,0.000995218334680705,709,,,,,,
,,0.000995218334680705,0.000995218334680705,709,,,,,,
,,0.000995218334680705,0.000995218334680705,709,,,,,,
,,0.000995218334680705,0.000995218334680705,709,,,,,,
0,709.0,,,709,0.024366775527596474,,,,,
,,0.0009947507251936178,0.0009947507251936178,719,,,,,,
,,0.0009947507251936178,0.0009947507251936178,719,,,,,,
,,0.0009947507251936178,0.0009947507251936178,719,,,,,,
,,0.0009947507251936178,0.0009947507251936178,719,,,,,,
0,719.0,,,719,0.039472080767154694,,,,,
,,0.000994261439183634,0.000994261439183634,729,,,,,,
,,0.000994261439183634,0.000994261439183634,729,,,,,,
,,0.000994261439183634,0.000994261439183634,729,,,,,,
,,0.000994261439183634,0.000994261439183634,729,,,,,,
0,729.0,,,729,0.023429619148373604,,,,,
,,0.0009937505004978641,0.0009937505004978641,739,,,,,,
,,0.0009937505004978641,0.0009937505004978641,739,,,,,,
,,0.0009937505004978641,0.0009937505004978641,739,,,,,,
,,0.0009937505004978641,0.0009937505004978641,739,,,,,,
0,739.0,,,739,0.04371961951255798,,,,,
,,0.0009932179340387385,0.0009932179340387385,749,,,,,,
,,0.0009932179340387385,0.0009932179340387385,749,,,,,,
,,0.0009932179340387385,0.0009932179340387385,749,,,,,,
,,0.0009932179340387385,0.0009932179340387385,749,,,,,,
0,749.0,,,749,0.03565608710050583,,,,,
,,0.0009926637657627952,0.0009926637657627952,759,,,,,,
,,0.0009926637657627952,0.0009926637657627952,759,,,,,,
,,0.0009926637657627952,0.0009926637657627952,759,,,,,,
,,0.0009926637657627952,0.0009926637657627952,759,,,,,,
0,759.0,,,759,0.04480024799704552,,,,,
,,0.0009920880226794138,0.0009920880226794138,769,,,,,,
,,0.0009920880226794138,0.0009920880226794138,769,,,,,,
,,0.0009920880226794138,0.0009920880226794138,769,,,,,,
,,0.0009920880226794138,0.0009920880226794138,769,,,,,,
0,769.0,,,769,0.043539922684431076,,,,,
,,0.0009914907328495003,0.0009914907328495003,779,,,,,,
,,0.0009914907328495003,0.0009914907328495003,779,,,,,,
,,0.0009914907328495003,0.0009914907328495003,779,,,,,,
,,0.0009914907328495003,0.0009914907328495003,779,,,,,,
0,779.0,,,779,0.042957842350006104,,,,,
,,0.0009908719253841182,0.0009908719253841182,789,,,,,,
,,0.0009908719253841182,0.0009908719253841182,789,,,,,,
,,0.0009908719253841182,0.0009908719253841182,789,,,,,,
,,0.0009908719253841182,0.0009908719253841182,789,,,,,,
0,789.0,,,789,0.04293009266257286,,,,,
,,0.0009902316304430704,0.0009902316304430704,799,,,,,,
,,0.0009902316304430704,0.0009902316304430704,799,,,,,,
,,0.0009902316304430704,0.0009902316304430704,799,,,,,,
,,0.0009902316304430704,0.0009902316304430704,799,,,,,,
0,799.0,,,799,0.04784782603383064,,,,,
,,0.0009895698792334292,0.0009895698792334292,809,,,,,,
,,0.0009895698792334292,0.0009895698792334292,809,,,,,,
,,0.0009895698792334292,0.0009895698792334292,809,,,,,,
,,0.0009895698792334292,0.0009895698792334292,809,,,,,,
0,809.0,,,809,0.0489606037735939,,,,,
,,0.0009888867040080147,0.0009888867040080147,819,,,,,,
,,0.0009888867040080147,0.0009888867040080147,819,,,,,,
,,0.0009888867040080147,0.0009888867040080147,819,,,,,,
,,0.0009888867040080147,0.0009888867040080147,819,,,,,,
0,819.0,,,819,0.041740644723176956,,,,,
,,0.0009881821380638236,0.0009881821380638236,829,,,,,,
,,0.0009881821380638236,0.0009881821380638236,829,,,,,,
,,0.0009881821380638236,0.0009881821380638236,829,,,,,,
,,0.0009881821380638236,0.0009881821380638236,829,,,,,,
0,829.0,,,829,0.019619876518845558,,,,,
,,0.0009874562157404058,0.0009874562157404058,839,,,,,,
,,0.0009874562157404058,0.0009874562157404058,839,,,,,,
,,0.0009874562157404058,0.0009874562157404058,839,,,,,,
,,0.0009874562157404058,0.0009874562157404058,839,,,,,,
0,839.0,,,839,0.04654429107904434,,,,,
,,0.0009867089724181917,0.0009867089724181917,849,,,,,,
,,0.0009867089724181917,0.0009867089724181917,849,,,,,,
,,0.0009867089724181917,0.0009867089724181917,849,,,,,,
,,0.0009867089724181917,0.0009867089724181917,849,,,,,,
0,849.0,,,849,0.04211931675672531,,,,,
,,0.0009859404445167667,0.0009859404445167667,859,,,,,,
,,0.0009859404445167667,0.0009859404445167667,859,,,,,,
,,0.0009859404445167667,0.0009859404445167667,859,,,,,,
,,0.0009859404445167667,0.0009859404445167667,859,,,,,,
0,859.0,,,859,0.04653400555253029,,,,,
,,0.000985150669493096,0.000985150669493096,869,,,,,,
,,0.000985150669493096,0.000985150669493096,869,,,,,,
,,0.000985150669493096,0.000985150669493096,869,,,,,,
,,0.000985150669493096,0.000985150669493096,869,,,,,,
0,869.0,,,869,0.03562886640429497,,,,,
,,0.0009843396858397,0.0009843396858397,879,,,,,,
,,0.0009843396858397,0.0009843396858397,879,,,,,,
,,0.0009843396858397,0.0009843396858397,879,,,,,,
,,0.0009843396858397,0.0009843396858397,879,,,,,,
0,879.0,,,879,0.044836584478616714,,,,,
,,0.0009835075330827782,0.0009835075330827782,889,,,,,,
,,0.0009835075330827782,0.0009835075330827782,889,,,,,,
,,0.0009835075330827782,0.0009835075330827782,889,,,,,,
,,0.0009835075330827782,0.0009835075330827782,889,,,,,,
0,889.0,,,889,0.020864609628915787,,,,,
,,0.0009826542517802819,0.0009826542517802819,899,,,,,,
,,0.0009826542517802819,0.0009826542517802819,899,,,,,,
,,0.0009826542517802819,0.0009826542517802819,899,,,,,,
,,0.0009826542517802819,0.0009826542517802819,899,,,,,,
0,899.0,,,899,0.04539352282881737,,,,,
,,0.0009817798835199379,0.0009817798835199379,909,,,,,,
,,0.0009817798835199379,0.0009817798835199379,909,,,,,,
,,0.0009817798835199379,0.0009817798835199379,909,,,,,,
,,0.0009817798835199379,0.0009817798835199379,909,,,,,,
0,909.0,,,909,0.04220474511384964,,,,,
,,0.0009808844709172217,0.0009808844709172217,919,,,,,,
,,0.0009808844709172217,0.0009808844709172217,919,,,,,,
,,0.0009808844709172217,0.0009808844709172217,919,,,,,,
,,0.0009808844709172217,0.0009808844709172217,919,,,,,,
0,919.0,,,919,0.054470352828502655,,,,,
,,0.0009799680576132804,0.0009799680576132804,929,,,,,,
,,0.0009799680576132804,0.0009799680576132804,929,,,,,,
,,0.0009799680576132804,0.0009799680576132804,929,,,,,,
,,0.0009799680576132804,0.0009799680576132804,929,,,,,,
0,929.0,,,929,0.04487430676817894,,,,,
,,0.0009790306882728056,0.0009790306882728056,939,,,,,,
,,0.0009790306882728056,0.0009790306882728056,939,,,,,,
,,0.0009790306882728056,0.0009790306882728056,939,,,,,,
,,0.0009790306882728056,0.0009790306882728056,939,,,,,,
0,939.0,,,939,0.033300697803497314,,,,,
,,0.000978072408581856,0.000978072408581856,949,,,,,,
,,0.000978072408581856,0.000978072408581856,949,,,,,,
,,0.000978072408581856,0.000978072408581856,949,,,,,,
,,0.000978072408581856,0.000978072408581856,949,,,,,,
0,949.0,,,949,0.038963377475738525,,,,,
,,0.0009770932652456326,0.0009770932652456326,959,,,,,,
,,0.0009770932652456326,0.0009770932652456326,959,,,,,,
,,0.0009770932652456326,0.0009770932652456326,959,,,,,,
,,0.0009770932652456326,0.0009770932652456326,959,,,,,,
0,959.0,,,959,0.04519514739513397,,,,,
,,0.0009760933059861996,0.0009760933059861996,969,,,,,,
,,0.0009760933059861996,0.0009760933059861996,969,,,,,,
,,0.0009760933059861996,0.0009760933059861996,969,,,,,,
,,0.0009760933059861996,0.0009760933059861996,969,,,,,,
0,969.0,,,969,0.048573873937129974,,,,,
,,0.0009750725795401611,0.0009750725795401611,979,,,,,,
,,0.0009750725795401611,0.0009750725795401611,979,,,,,,
,,0.0009750725795401611,0.0009750725795401611,979,,,,,,
,,0.0009750725795401611,0.0009750725795401611,979,,,,,,
0,979.0,,,979,0.027689136564731598,,,,,
,,0.0009740311356562835,0.0009740311356562835,989,,,,,,
,,0.0009740311356562835,0.0009740311356562835,989,,,,,,
,,0.0009740311356562835,0.0009740311356562835,989,,,,,,
,,0.0009740311356562835,0.0009740311356562835,989,,,,,,
0,989.0,,,989,0.044707223773002625,,,,,
,,0.0009729690250930731,0.0009729690250930731,999,,,,,,
,,0.0009729690250930731,0.0009729690250930731,999,,,,,,
,,0.0009729690250930731,0.0009729690250930731,999,,,,,,
,,0.0009729690250930731,0.0009729690250930731,999,,,,,,
0,999.0,,,999,0.04177813604474068,,,,,
,,0.0009718862996162997,0.0009718862996162997,1009,,,,,,
,,0.0009718862996162997,0.0009718862996162997,1009,,,,,,
,,0.0009718862996162997,0.0009718862996162997,1009,,,,,,
,,0.0009718862996162997,0.0009718862996162997,1009,,,,,,
0,1009.0,,,1009,0.030263910070061684,,,,,
,,0.0009707830119964757,0.0009707830119964757,1019,,,,,,
,,0.0009707830119964757,0.0009707830119964757,1019,,,,,,
,,0.0009707830119964757,0.0009707830119964757,1019,,,,,,
,,0.0009707830119964757,0.0009707830119964757,1019,,,,,,
0,1019.0,,,1019,0.03874063491821289,,,,,
,,0.0009696592160062835,0.0009696592160062835,1029,,,,,,
,,0.0009696592160062835,0.0009696592160062835,1029,,,,,,
,,0.0009696592160062835,0.0009696592160062835,1029,,,,,,
,,0.0009696592160062835,0.0009696592160062835,1029,,,,,,
0,1029.0,,,1029,0.038729071617126465,,,,,
,,0.0009685149664179539,0.0009685149664179539,1039,,,,,,
,,0.0009685149664179539,0.0009685149664179539,1039,,,,,,
,,0.0009685149664179539,0.0009685149664179539,1039,,,,,,
,,0.0009685149664179539,0.0009685149664179539,1039,,,,,,
0,1039.0,,,1039,0.0474107526242733,,,,,
